owner_acronym,source_year,total_entries,total_contracts,total_amendments
agr,2015,1,1,0
dfo,2010,2,2,0
dfo,2011,8,4,4
dfo,2012,14,4,10
dfo,2013,2,1,1
dnd,2016,1,1,0
ec,2012,1,1,0
elections,2019,2,2,0
hc,2015,1,1,0
ic,2010,3,3,0
ic,2012,1,1,0
ic,2013,1,1,0
ic,2014,4,4,0
ircc,2010,24,23,1
ircc,2011,3,3,0
pc,2010,1,1,0
pc,2011,2,2,0
pc,2012,1,1,0
pc,2013,1,1,0
pc,2014,5,5,0
pc,2015,2,2,0
pc,2016,2,2,0
pc,2018,3,3,0
pch,2015,3,3,0
pch,2016,1,1,0
phac,2015,1,1,0
ppsc,2019,1,1,0
pspc,2010,23,22,1
pspc,2011,6,6,0
pspc,2012,2,2,0
pspc,2013,6,5,1
pspc,2014,5,4,1
pspc,2015,5,5,0
pspc,2016,3,3,0
pspc,2017,2,2,0
pspc,2018,2,2,0
rcmp,2010,3,3,0
rcmp,2012,3,3,0
rcmp,2015,1,1,0
rcmp,2017,1,1,0
tbs,2011,1,1,0
tc,2011,1,1,0
