owner_acronym,source_year,total_entries,total_contracts,total_amendments
agr,2018,1,1,0
atssc,2017,2,2,0
atssc,2018,1,1,0
atssc,2019,1,1,0
cas,2017,1,1,0
cas,2018,4,4,0
cbsa,2018,2,2,0
cbsa,2019,3,2,1
cfia,2012,2,2,0
cgc,2019,1,1,0
cpc,2019,1,1,0
cra,2014,1,1,0
cra,2015,1,1,0
crtc,2017,2,2,0
crtc,2018,1,1,0
crtc,2019,1,1,0
cta,2017,2,2,0
cta,2018,1,1,0
cta,2019,1,1,0
dfo,2010,1,1,0
dfo,2013,1,1,0
dnd,2010,20,18,2
dnd,2011,38,37,1
dnd,2012,12,12,0
dnd,2013,17,16,1
dnd,2014,25,25,0
dnd,2017,19,18,1
dnd,2018,10,9,1
dnd,2019,19,18,1
esdc,2010,1,1,0
esdc,2011,1,1,0
fin,2011,1,1,0
fintrac,2012,1,1,0
fja,2012,1,1,0
gac,2012,1,1,0
gac,2015,1,1,0
gac,2016,1,1,0
gac,2017,1,1,0
gac,2018,2,2,0
gac,2019,1,1,0
hc,2015,1,1,0
hc,2019,1,1,0
ic,2011,2,2,0
ic,2012,1,1,0
inac,2014,1,1,0
just,2012,1,1,0
just,2015,2,2,0
just,2016,1,0,1
just,2018,1,1,0
mgerc,2017,1,1,0
mgerc,2018,1,1,0
nrc,2011,2,2,0
nrc,2012,1,1,0
nserc,2017,1,1,0
nserc,2018,1,1,0
oic,2019,1,1,0
osfi,2017,2,2,0
osfi,2018,1,0,1
osfi,2019,1,1,0
osgg,2017,1,1,0
pc,2011,1,1,0
pco,2011,1,1,0
phac,2015,1,1,0
ps,2011,1,1,0
ps,2012,1,1,0
ps,2013,1,1,0
ps,2014,2,2,0
ps,2015,2,2,0
ps,2016,2,2,0
ps,2017,2,2,0
ps,2018,2,2,0
pspc,2010,1,1,0
pspc,2011,3,3,0
pspc,2013,1,1,0
rcmp,2010,1,0,1
rcmp,2011,4,4,0
rcmp,2012,4,4,0
rcmp,2013,1,1,0
rcmp,2014,2,2,0
rcmp,2015,1,1,0
rcmp,2017,8,7,1
rcmp,2018,3,3,0
rcmp,2019,5,5,0
ssc,2012,87,44,43
ssc,2013,29,17,12
ssc,2014,1,0,1
ssc,2015,2,0,2
ssc,2016,7,6,1
ssc,2017,2,1,1
ssc,2018,4,1,3
ssc,2019,7,6,1
stats,2010,1,1,0
stats,2011,1,0,1
stats,2016,1,1,0
stats,2017,1,1,0
tbs,2010,1,1,0
tbs,2011,2,2,0
tc,2011,2,2,0
