owner_acronym,source_year,total_entries,total_contracts,total_amendments
acoa,2015,1,1,0
acoa,2017,4,4,0
acoa,2018,1,1,0
acoa,2019,10,10,0
agr,2014,1,1,0
agr,2015,3,3,0
agr,2017,1,1,0
agr,2018,5,5,0
agr,2019,1,0,1
atssc,2017,1,1,0
cas,2018,2,2,0
cas,2019,1,1,0
cbsa,2015,3,3,0
cbsa,2016,2,2,0
cbsa,2017,5,5,0
cbsa,2019,11,10,1
cer,2015,1,1,0
cer,2018,1,1,0
cfia,2013,2,2,0
cfia,2016,5,5,0
cfia,2017,1,1,0
cfia,2018,1,1,0
cfia,2019,1,1,0
cgc,2018,1,1,0
cgc,2019,1,1,0
cnsc,2010,2,2,0
cnsc,2012,1,1,0
cnsc,2014,1,1,0
cnsc,2017,1,1,0
cpc,2017,2,2,0
cra,2010,3,3,0
cra,2011,1,1,0
cra,2013,3,1,2
cra,2016,19,16,3
cra,2017,22,14,8
cra,2018,15,7,8
cra,2019,4,3,1
csa,2013,1,1,0
csa,2018,2,1,1
csa,2019,2,2,0
csc,2013,1,1,0
csc,2015,3,1,2
csc,2016,1,1,0
csc,2017,3,3,0
csc,2019,2,2,0
csps,2014,1,1,0
csps,2017,2,1,1
csps,2018,1,1,0
csps,2019,2,2,0
cta,2015,1,1,0
cta,2018,1,1,0
dfo,2010,5,5,0
dfo,2011,7,6,1
dfo,2012,2,1,1
dfo,2013,6,6,0
dfo,2014,2,2,0
dfo,2015,1,1,0
dfo,2016,9,9,0
dfo,2017,15,14,1
dfo,2018,4,4,0
dfo,2019,7,7,0
dnd,2010,8,8,0
dnd,2011,27,27,0
dnd,2012,22,19,3
dnd,2013,18,18,0
dnd,2014,81,80,1
dnd,2015,21,21,0
dnd,2016,8,8,0
dnd,2017,37,36,1
dnd,2018,44,41,3
dnd,2019,33,30,3
ec,2010,5,5,0
ec,2011,7,7,0
ec,2012,6,6,0
ec,2013,5,5,0
ec,2014,7,7,0
ec,2015,2,2,0
ec,2016,6,6,0
ec,2017,7,7,0
ec,2018,6,5,1
ec,2019,2,2,0
elections,2016,2,2,0
elections,2017,3,3,0
elections,2018,1,1,0
esdc,2011,1,1,0
esdc,2012,2,2,0
esdc,2013,5,5,0
esdc,2015,2,2,0
esdc,2016,3,2,1
esdc,2017,1,1,0
esdc,2018,4,4,0
esdc,2019,2,2,0
fcac,2018,1,1,0
fcac,2019,2,2,0
feddev,2011,2,1,1
feddev,2012,2,1,1
fin,2017,1,1,0
fin,2019,1,1,0
fintrac,2019,1,1,0
gac,2011,9,9,0
gac,2012,2,1,1
gac,2013,4,4,0
gac,2014,5,5,0
gac,2015,6,6,0
gac,2016,3,3,0
gac,2017,3,3,0
gac,2018,7,7,0
gac,2019,8,8,0
hc,2011,1,1,0
hc,2012,2,2,0
hc,2013,1,1,0
hc,2014,1,1,0
hc,2015,1,1,0
hc,2016,3,3,0
hc,2017,7,7,0
hc,2018,4,4,0
hc,2019,6,6,0
ic,2010,4,4,0
ic,2011,1,1,0
ic,2012,5,5,0
ic,2013,7,7,0
ic,2014,1,1,0
ic,2015,4,4,0
ic,2016,4,4,0
ic,2017,6,6,0
ic,2018,4,4,0
ic,2019,4,4,0
ijc,2018,1,1,0
ijc,2019,2,2,0
inac,2013,2,2,0
inac,2014,1,1,0
inac,2015,1,1,0
inac,2016,5,4,1
inac,2017,4,3,1
inac,2018,5,5,0
inac,2019,4,4,0
infra,2014,2,2,0
infra,2015,2,2,0
infra,2016,1,1,0
infra,2018,1,1,0
irb,2019,9,9,0
ircc,2010,1,1,0
ircc,2011,1,1,0
ircc,2012,1,1,0
ircc,2013,6,2,4
ircc,2014,7,7,0
ircc,2015,1,1,0
ircc,2016,1,1,0
ircc,2017,3,3,0
ircc,2019,3,3,0
isc,2018,5,5,0
just,2010,3,3,0
just,2011,1,1,0
just,2015,2,2,0
just,2016,1,1,0
just,2017,1,1,0
just,2018,1,1,0
just,2019,3,3,0
lac,2013,2,2,0
lac,2014,5,5,0
lac,2015,5,5,0
lac,2016,2,2,0
lac,2017,2,2,0
lac,2018,3,3,0
lac,2019,2,0,2
nfb,2017,4,2,2
nfb,2019,1,1,0
nrc,2010,3,3,0
nrc,2014,2,2,0
nrc,2016,3,3,0
nrc,2017,3,3,0
nrc,2019,1,1,0
nrcan,2011,2,2,0
nrcan,2012,1,1,0
nrcan,2013,1,1,0
nrcan,2016,3,3,0
nrcan,2017,2,2,0
nrcan,2018,5,5,0
nrcan,2019,5,5,0
nserc,2018,1,1,0
oag,2018,5,5,0
oag,2019,3,3,0
oic,2018,4,4,0
oic,2019,3,3,0
opc,2019,3,2,1
osfi,2017,2,2,0
osgg,2017,1,1,0
osgg,2018,1,1,0
osgg,2019,2,2,0
pc,2010,14,14,0
pc,2011,22,22,0
pc,2012,12,12,0
pc,2013,15,15,0
pc,2014,24,24,0
pc,2015,11,11,0
pc,2016,18,18,0
pc,2017,16,16,0
pc,2018,12,11,1
pc,2019,7,7,0
pch,2011,1,1,0
pch,2017,1,1,0
pco,2010,3,3,0
pco,2011,2,2,0
pco,2013,1,1,0
pco,2014,1,1,0
pco,2017,3,3,0
pco,2018,2,2,0
pco,2019,1,1,0
phac,2011,1,1,0
phac,2012,2,2,0
phac,2013,1,1,0
phac,2014,1,1,0
phac,2015,1,1,0
phac,2016,1,1,0
phac,2017,2,2,0
phac,2018,1,1,0
phac,2019,1,1,0
ppsc,2012,1,1,0
pptc,2012,2,1,1
pptc,2013,7,4,3
pptc,2014,2,2,0
ps,2015,1,1,0
ps,2016,1,1,0
ps,2017,1,1,0
psc,2010,1,1,0
psc,2011,2,2,0
psc,2012,2,2,0
pspc,2010,2,2,0
pspc,2011,6,6,0
pspc,2012,3,3,0
pspc,2013,4,4,0
pspc,2014,3,1,2
pspc,2015,3,1,2
pspc,2016,2,2,0
pspc,2017,4,2,2
pspc,2018,4,4,0
pspc,2019,8,8,0
rcmp,2010,17,17,0
rcmp,2011,25,23,2
rcmp,2012,20,17,3
rcmp,2013,24,22,2
rcmp,2014,18,15,3
rcmp,2015,14,13,1
rcmp,2016,17,17,0
rcmp,2017,12,12,0
rcmp,2018,17,16,1
rcmp,2019,9,9,0
ssc,2012,24,13,11
ssc,2013,13,13,0
ssc,2014,11,10,1
ssc,2015,5,5,0
ssc,2016,20,19,1
ssc,2017,29,27,2
ssc,2018,31,29,2
ssc,2019,34,30,4
stats,2010,1,1,0
stats,2011,5,5,0
stats,2012,1,1,0
stats,2013,2,2,0
stats,2014,1,1,0
stats,2015,1,1,0
stats,2018,3,3,0
stats,2019,1,1,0
tbs,2017,1,1,0
tbs,2018,3,3,0
tbs,2019,1,1,0
tc,2011,1,1,0
tc,2013,4,4,0
tc,2014,5,5,0
tc,2015,6,6,0
tc,2016,2,2,0
tc,2017,1,1,0
tc,2018,3,3,0
tc,2019,6,6,0
vac,2011,1,1,0
vac,2012,5,4,1
vac,2013,4,4,0
vac,2014,1,1,0
vac,2015,4,3,1
vac,2016,3,3,0
vac,2018,5,4,1
vac,2019,3,2,1
